pineapple	2	2015-10-31 14:27:16.301436
onion	3	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
tomato	1	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
pineapple	2	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
onion	2	2015-10-31 14:27:16.301436
onion	1	2015-10-31 14:27:16.301436
pineapple	5	2015-10-31 14:27:16.301436
tomato	1	2015-10-31 14:27:16.301436
pineapple	2	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
onion	2	2015-10-31 14:27:16.301436
pineapple	4	2015-10-31 14:27:16.301436
pineapple	1	2015-10-31 14:27:16.301436
onion	0	2015-10-31 14:27:16.301436
pineapple	0	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
onion	2	2015-10-31 14:27:16.301436
pineapple	2	2015-10-31 14:27:16.301436
onion	3	2015-10-31 14:27:16.301436
onion	0	2015-10-31 14:27:16.301436
onion	1	2015-10-31 14:27:16.301436
onion	4	2015-10-31 14:27:16.301436
pineapple	0	2015-10-31 14:27:16.301436
onion	2	2015-10-31 14:27:16.301436
pineapple	5	2015-10-31 14:27:16.301436
tomato	3	2015-10-31 14:27:16.301436
tomato	3	2015-10-31 14:27:16.301436
tomato	1	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
pineapple	5	2015-10-31 14:27:16.301436
tomato	0	2015-10-31 14:27:16.301436
onion	5	2015-10-31 14:27:16.301436
tomato	5	2015-10-31 14:27:16.301436
pineapple	5	2015-10-31 14:27:16.301436
pineapple	1	2015-10-31 14:27:16.301436
tomato	2	2015-10-31 14:27:16.301436
tomato	2	2015-10-31 14:27:16.301436
tomato	1	2015-10-31 14:27:16.301436
tomato	1	2015-10-31 14:27:16.301436
tomato	2	2015-10-31 14:27:16.301436
pineapple	5	2015-10-31 14:27:16.301436
onion	2	2015-10-31 14:27:16.302438
onion	4	2015-10-31 14:27:16.302438
onion	1	2015-10-31 14:27:16.302438
tomato	2	2015-10-31 14:27:16.302438
pineapple	2	2015-10-31 14:27:16.302438
pineapple	0	2015-10-31 14:27:16.302438
onion	2	2015-10-31 14:27:16.302438
tomato	3	2015-10-31 14:27:16.302438
pineapple	1	2015-10-31 14:27:16.302438
tomato	4	2015-10-31 14:27:16.302438
tomato	0	2015-10-31 14:27:16.302438
pineapple	4	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
tomato	0	2015-10-31 14:27:16.302438
pineapple	5	2015-10-31 14:27:16.302438
onion	5	2015-10-31 14:27:16.302438
onion	3	2015-10-31 14:27:16.302438
tomato	0	2015-10-31 14:27:16.302438
tomato	2	2015-10-31 14:27:16.302438
tomato	1	2015-10-31 14:27:16.302438
onion	3	2015-10-31 14:27:16.302438
pineapple	2	2015-10-31 14:27:16.302438
tomato	0	2015-10-31 14:27:16.302438
tomato	4	2015-10-31 14:27:16.302438
pineapple	5	2015-10-31 14:27:16.302438
pineapple	3	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
onion	2	2015-10-31 14:27:16.302438
onion	2	2015-10-31 14:27:16.302438
pineapple	0	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
onion	4	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
onion	4	2015-10-31 14:27:16.302438
onion	1	2015-10-31 14:27:16.302438
tomato	2	2015-10-31 14:27:16.302438
onion	5	2015-10-31 14:27:16.302438
onion	5	2015-10-31 14:27:16.302438
tomato	1	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
pineapple	0	2015-10-31 14:27:16.302438
onion	0	2015-10-31 14:27:16.302438
pineapple	1	2015-10-31 14:27:16.302438
tomato	4	2015-10-31 14:27:16.302438
onion	1	2015-10-31 14:27:16.302438
pineapple	4	2015-10-31 14:27:16.302438
tomato	5	2015-10-31 14:27:16.302438
onion	3	2015-10-31 14:27:16.302438
onion	1	2015-10-31 14:27:16.302438
onion	1	2015-10-31 14:27:16.302438
tomato	4	2015-10-31 14:27:16.302438
tomato	2	2015-10-31 14:27:16.302438
tomato	1	2015-10-31 14:27:16.303437
tomato	0	2015-10-31 14:27:16.303437
tomato	1	2015-10-31 14:27:16.303437
onion	3	2015-10-31 14:27:16.303437
tomato	0	2015-10-31 14:27:16.303437
onion	1	2015-10-31 14:27:16.303437
onion	2	2015-10-31 14:27:16.303437
pineapple	1	2015-10-31 14:27:16.303437
onion	4	2015-10-31 14:27:16.303437
pineapple	1	2015-10-31 14:27:16.304440
pineapple	0	2015-10-31 14:27:16.304440
onion	0	2015-10-31 14:27:16.304440
tomato	5	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
pineapple	1	2015-10-31 14:27:16.304440
pineapple	0	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
pineapple	3	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
onion	1	2015-10-31 14:27:16.304440
onion	4	2015-10-31 14:27:16.304440
tomato	1	2015-10-31 14:27:16.304440
pineapple	5	2015-10-31 14:27:16.304440
onion	5	2015-10-31 14:27:16.304440
tomato	2	2015-10-31 14:27:16.304440
onion	0	2015-10-31 14:27:16.304440
pineapple	4	2015-10-31 14:27:16.304440
tomato	3	2015-10-31 14:27:16.304440
pineapple	1	2015-10-31 14:27:16.304440
pineapple	3	2015-10-31 14:27:16.304440
onion	5	2015-10-31 14:27:16.304440
pineapple	2	2015-10-31 14:27:16.304440
pineapple	4	2015-10-31 14:27:16.304440
onion	2	2015-10-31 14:27:16.304440
pineapple	4	2015-10-31 14:27:16.304440
onion	2	2015-10-31 14:27:16.304440
onion	3	2015-10-31 14:27:16.304440
onion	0	2015-10-31 14:27:16.304440
pineapple	5	2015-10-31 14:27:16.304440
pineapple	2	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
onion	5	2015-10-31 14:27:16.304440
pineapple	2	2015-10-31 14:27:16.304440
onion	3	2015-10-31 14:27:16.304440
tomato	3	2015-10-31 14:27:16.304440
pineapple	2	2015-10-31 14:27:16.304440
pineapple	0	2015-10-31 14:27:16.304440
onion	1	2015-10-31 14:27:16.304440
onion	1	2015-10-31 14:27:16.304440
onion	4	2015-10-31 14:27:16.304440
onion	4	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
tomato	4	2015-10-31 14:27:16.304440
pineapple	2	2015-10-31 14:27:16.304440
tomato	0	2015-10-31 14:27:16.304440
tomato	0	2015-10-31 14:27:16.304440
tomato	1	2015-10-31 14:27:16.304440
onion	1	2015-10-31 14:27:16.304440
tomato	3	2015-10-31 14:27:16.304440
onion	3	2015-10-31 14:27:16.304440
onion	4	2015-10-31 14:27:16.304440
tomato	5	2015-10-31 14:27:16.304440
onion	5	2015-10-31 14:27:16.304440
tomato	1	2015-10-31 14:27:16.304440
tomato	1	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
onion	5	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
pineapple	3	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
pineapple	1	2015-10-31 14:27:16.305435
tomato	3	2015-10-31 14:27:16.305435
onion	1	2015-10-31 14:27:16.305435
onion	4	2015-10-31 14:27:16.305435
tomato	5	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
pineapple	2	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
tomato	5	2015-10-31 14:27:16.305435
tomato	4	2015-10-31 14:27:16.305435
onion	5	2015-10-31 14:27:16.305435
pineapple	2	2015-10-31 14:27:16.305435
pineapple	0	2015-10-31 14:27:16.305435
tomato	3	2015-10-31 14:27:16.305435
tomato	4	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
tomato	3	2015-10-31 14:27:16.305435
tomato	2	2015-10-31 14:27:16.305435
tomato	4	2015-10-31 14:27:16.305435
tomato	2	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
pineapple	1	2015-10-31 14:27:16.305435
tomato	1	2015-10-31 14:27:16.305435
tomato	3	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
pineapple	5	2015-10-31 14:27:16.305435
tomato	5	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
pineapple	3	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
onion	5	2015-10-31 14:27:16.305435
onion	4	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
onion	5	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
pineapple	2	2015-10-31 14:27:16.305435
pineapple	0	2015-10-31 14:27:16.305435
tomato	2	2015-10-31 14:27:16.305435
onion	2	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
pineapple	0	2015-10-31 14:27:16.305435
tomato	1	2015-10-31 14:27:16.305435
pineapple	3	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
pineapple	4	2015-10-31 14:27:16.305435
onion	4	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.305435
tomato	0	2015-10-31 14:27:16.305435
onion	0	2015-10-31 14:27:16.305435
onion	3	2015-10-31 14:27:16.306437
tomato	4	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
pineapple	2	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
pineapple	1	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
tomato	4	2015-10-31 14:27:16.306437
tomato	0	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
pineapple	2	2015-10-31 14:27:16.306437
pineapple	2	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
pineapple	0	2015-10-31 14:27:16.306437
onion	3	2015-10-31 14:27:16.306437
tomato	3	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
onion	4	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
pineapple	1	2015-10-31 14:27:16.306437
pineapple	1	2015-10-31 14:27:16.306437
onion	4	2015-10-31 14:27:16.306437
tomato	3	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
tomato	5	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
onion	4	2015-10-31 14:27:16.306437
onion	3	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
tomato	5	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
pineapple	1	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
onion	4	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
pineapple	2	2015-10-31 14:27:16.306437
onion	3	2015-10-31 14:27:16.306437
tomato	3	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
pineapple	4	2015-10-31 14:27:16.306437
tomato	4	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
tomato	5	2015-10-31 14:27:16.306437
onion	0	2015-10-31 14:27:16.306437
onion	1	2015-10-31 14:27:16.306437
onion	5	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
pineapple	2	2015-10-31 14:27:16.306437
tomato	2	2015-10-31 14:27:16.306437
tomato	3	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
onion	2	2015-10-31 14:27:16.306437
onion	5	2015-10-31 14:27:16.306437
onion	4	2015-10-31 14:27:16.306437
tomato	0	2015-10-31 14:27:16.306437
pineapple	3	2015-10-31 14:27:16.306437
onion	2	2015-10-31 14:27:16.306437
tomato	1	2015-10-31 14:27:16.307436
onion	0	2015-10-31 14:27:16.307436
onion	1	2015-10-31 14:27:16.307436
onion	2	2015-10-31 14:27:16.307436
tomato	5	2015-10-31 14:27:16.307436
tomato	1	2015-10-31 14:27:16.307436
pineapple	0	2015-10-31 14:27:16.307436
onion	4	2015-10-31 14:27:16.307436
pineapple	0	2015-10-31 14:27:16.307436
tomato	0	2015-10-31 14:27:16.307436
pineapple	3	2015-10-31 14:27:16.307436
tomato	1	2015-10-31 14:27:16.307436
tomato	4	2015-10-31 14:27:16.307436
tomato	2	2015-10-31 14:27:16.307436
onion	4	2015-10-31 14:27:16.307436
pineapple	1	2015-10-31 14:27:16.307436
tomato	2	2015-10-31 14:27:16.307436
pineapple	3	2015-10-31 14:27:16.307436
onion	5	2015-10-31 14:27:16.307436
onion	4	2015-10-31 14:27:16.307436
tomato	2	2015-10-31 14:27:16.307436
onion	3	2015-10-31 14:27:16.307436
tomato	5	2015-10-31 14:27:16.307436
onion	1	2015-10-31 14:27:16.307436
tomato	5	2015-10-31 14:27:16.307436
pineapple	4	2015-10-31 14:27:16.307436
pineapple	1	2015-10-31 14:27:16.307436
onion	1	2015-10-31 14:27:16.307436
pineapple	3	2015-10-31 14:27:16.307436
tomato	4	2015-10-31 14:27:16.307436
pineapple	2	2015-10-31 14:27:16.307436
onion	5	2015-10-31 14:27:16.307436
onion	4	2015-10-31 14:27:16.307436
pineapple	3	2015-10-31 14:27:16.307436
tomato	1	2015-10-31 14:27:16.307436
tomato	0	2015-10-31 14:27:16.307436
onion	2	2015-10-31 14:27:16.307436
pineapple	2	2015-10-31 14:27:16.307436
tomato	4	2015-10-31 14:27:16.307436
onion	0	2015-10-31 14:27:16.307436
onion	4	2015-10-31 14:27:16.307436
onion	3	2015-10-31 14:27:16.308438
onion	3	2015-10-31 14:27:16.308438
pineapple	1	2015-10-31 14:27:16.308438
onion	3	2015-10-31 14:27:16.308438
pineapple	1	2015-10-31 14:27:16.308438
pineapple	0	2015-10-31 14:27:16.308438
tomato	0	2015-10-31 14:27:16.308438
pineapple	4	2015-10-31 14:27:16.308438
pineapple	3	2015-10-31 14:27:16.308438
tomato	3	2015-10-31 14:27:16.308438
pineapple	5	2015-10-31 14:27:16.308438
pineapple	4	2015-10-31 14:27:16.308438
tomato	2	2015-10-31 14:27:16.308438
onion	2	2015-10-31 14:27:16.308438
pineapple	5	2015-10-31 14:27:16.308438
pineapple	4	2015-10-31 14:27:16.308438
onion	0	2015-10-31 14:27:16.308438
tomato	1	2015-10-31 14:27:16.308438
pineapple	4	2015-10-31 14:27:16.308438
tomato	2	2015-10-31 14:27:16.308438
pineapple	4	2015-10-31 14:27:16.308438
pineapple	5	2015-10-31 14:27:16.308438
pineapple	0	2015-10-31 14:27:16.308438
tomato	0	2015-10-31 14:27:16.308438
onion	5	2015-10-31 14:27:16.308438
tomato	4	2015-10-31 14:27:16.308438
onion	4	2015-10-31 14:27:16.308438
pineapple	0	2015-10-31 14:27:16.308438
tomato	3	2015-10-31 14:27:16.308438
pineapple	5	2015-10-31 14:27:16.308438
tomato	1	2015-10-31 14:27:16.308438
pineapple	3	2015-10-31 14:27:16.308438
onion	4	2015-10-31 14:27:16.308438
tomato	0	2015-10-31 14:27:16.308438
pineapple	3	2015-10-31 14:27:16.308438
onion	1	2015-10-31 14:27:16.308438
tomato	0	2015-10-31 14:27:16.308438
pineapple	0	2015-10-31 14:27:16.308438
onion	3	2015-10-31 14:27:16.308438
tomato	4	2015-10-31 14:27:16.309438
onion	0	2015-10-31 14:27:16.309438
onion	0	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
tomato	3	2015-10-31 14:27:16.309438
pineapple	2	2015-10-31 14:27:16.309438
tomato	0	2015-10-31 14:27:16.309438
pineapple	4	2015-10-31 14:27:16.309438
onion	1	2015-10-31 14:27:16.309438
onion	2	2015-10-31 14:27:16.309438
onion	3	2015-10-31 14:27:16.309438
pineapple	2	2015-10-31 14:27:16.309438
tomato	4	2015-10-31 14:27:16.309438
tomato	2	2015-10-31 14:27:16.309438
onion	3	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
tomato	3	2015-10-31 14:27:16.309438
tomato	0	2015-10-31 14:27:16.309438
onion	5	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	1	2015-10-31 14:27:16.309438
onion	5	2015-10-31 14:27:16.309438
pineapple	2	2015-10-31 14:27:16.309438
tomato	5	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	1	2015-10-31 14:27:16.309438
pineapple	2	2015-10-31 14:27:16.309438
tomato	5	2015-10-31 14:27:16.309438
tomato	3	2015-10-31 14:27:16.309438
onion	3	2015-10-31 14:27:16.309438
pineapple	5	2015-10-31 14:27:16.309438
tomato	2	2015-10-31 14:27:16.309438
tomato	2	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	3	2015-10-31 14:27:16.309438
onion	3	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	5	2015-10-31 14:27:16.309438
tomato	0	2015-10-31 14:27:16.309438
tomato	1	2015-10-31 14:27:16.309438
pineapple	4	2015-10-31 14:27:16.309438
tomato	1	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	3	2015-10-31 14:27:16.309438
onion	5	2015-10-31 14:27:16.309438
tomato	3	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	1	2015-10-31 14:27:16.309438
pineapple	2	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	3	2015-10-31 14:27:16.309438
onion	5	2015-10-31 14:27:16.309438
onion	0	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
onion	1	2015-10-31 14:27:16.309438
onion	5	2015-10-31 14:27:16.309438
pineapple	5	2015-10-31 14:27:16.309438
tomato	4	2015-10-31 14:27:16.309438
tomato	5	2015-10-31 14:27:16.309438
onion	4	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
onion	2	2015-10-31 14:27:16.309438
pineapple	0	2015-10-31 14:27:16.309438
tomato	3	2015-10-31 14:27:16.310439
tomato	1	2015-10-31 14:27:16.310439
pineapple	5	2015-10-31 14:27:16.310439
onion	1	2015-10-31 14:27:16.310439
pineapple	5	2015-10-31 14:27:16.310439
tomato	5	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
onion	2	2015-10-31 14:27:16.310439
onion	5	2015-10-31 14:27:16.310439
pineapple	3	2015-10-31 14:27:16.310439
pineapple	5	2015-10-31 14:27:16.310439
tomato	3	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
pineapple	2	2015-10-31 14:27:16.310439
tomato	0	2015-10-31 14:27:16.310439
pineapple	0	2015-10-31 14:27:16.310439
tomato	4	2015-10-31 14:27:16.310439
onion	1	2015-10-31 14:27:16.310439
tomato	0	2015-10-31 14:27:16.310439
onion	4	2015-10-31 14:27:16.310439
tomato	1	2015-10-31 14:27:16.310439
pineapple	1	2015-10-31 14:27:16.310439
tomato	4	2015-10-31 14:27:16.310439
pineapple	4	2015-10-31 14:27:16.310439
pineapple	1	2015-10-31 14:27:16.310439
onion	4	2015-10-31 14:27:16.310439
onion	2	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
tomato	2	2015-10-31 14:27:16.310439
pineapple	4	2015-10-31 14:27:16.310439
onion	4	2015-10-31 14:27:16.310439
onion	4	2015-10-31 14:27:16.310439
pineapple	2	2015-10-31 14:27:16.310439
onion	4	2015-10-31 14:27:16.310439
tomato	0	2015-10-31 14:27:16.310439
pineapple	3	2015-10-31 14:27:16.310439
onion	3	2015-10-31 14:27:16.310439
tomato	4	2015-10-31 14:27:16.310439
tomato	4	2015-10-31 14:27:16.310439
pineapple	0	2015-10-31 14:27:16.310439
pineapple	4	2015-10-31 14:27:16.310439
tomato	3	2015-10-31 14:27:16.310439
tomato	5	2015-10-31 14:27:16.310439
tomato	0	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
tomato	3	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
tomato	1	2015-10-31 14:27:16.310439
tomato	1	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
onion	0	2015-10-31 14:27:16.310439
tomato	5	2015-10-31 14:27:16.310439
tomato	2	2015-10-31 14:27:16.310439
tomato	0	2015-10-31 14:27:16.310439
onion	2	2015-10-31 14:27:16.310439
tomato	5	2015-10-31 14:27:16.310439
tomato	1	2015-10-31 14:27:16.310439
tomato	2	2015-10-31 14:27:16.311440
pineapple	4	2015-10-31 14:27:16.311440
tomato	4	2015-10-31 14:27:16.311440
tomato	3	2015-10-31 14:27:16.311440
tomato	0	2015-10-31 14:27:16.311440
tomato	3	2015-10-31 14:27:16.311440
pineapple	4	2015-10-31 14:27:16.311440
onion	5	2015-10-31 14:27:16.311440
onion	0	2015-10-31 14:27:16.311440
onion	4	2015-10-31 14:27:16.311440
tomato	0	2015-10-31 14:27:16.311440
pineapple	2	2015-10-31 14:27:16.311440
pineapple	0	2015-10-31 14:27:16.311440
tomato	1	2015-10-31 14:27:16.311440
pineapple	4	2015-10-31 14:27:16.311440
pineapple	4	2015-10-31 14:27:16.311440
pineapple	3	2015-10-31 14:27:16.311440
pineapple	3	2015-10-31 14:27:16.311440
pineapple	3	2015-10-31 14:27:16.311440
pineapple	3	2015-10-31 14:27:16.311440
pineapple	1	2015-10-31 14:27:16.311440
onion	3	2015-10-31 14:27:16.311440
tomato	0	2015-10-31 14:27:16.311440
onion	0	2015-10-31 14:27:16.311440
tomato	0	2015-10-31 14:27:16.311440
